Title,Company,Address,Time,Requirements
Computer Science & Computer Engineering Fresh Graduates,Confidential ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · IBM Tools · ITSM · Software Engineering · SQL · DB2
Junior Software Engineer,MegaSoft ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C++ · C# · .NET · Java · SQL · Network · Server Operating Systems · Information Technology (IT)
Maintenance Engineer - 10th of Ramadan City,Egypro FME ,"10th of Ramadan City, Sharqia, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Preventive Maintenance · Mechanical Engineering · Maintenance · Installation · Site Management · Repair · Project Management · Maintenance Engineering
Account Executive (Pharmacist) - Alexandria,GlobeMed Egypt ,"Alexandria, Egypt ",Full Time,Full TimeExperienced · 2 - 3 Yrs of Exp · Customer Service/Support · Sales/Retail · Pharmaceutical · Sales · Customer Service · Customer Care · Customer Support · Medical Insurance · Life Insurance · Microsoft Office
Property Consultant,Tahiti Real estate ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 7 Yrs of Exp · Sales/Retail · sales skills · Real Estate Sales · Real Estate · Sales · Sales Target · Presentation · Negotiation · Communication
Software Business Analyst,Omnix International ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 4 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Analysis · System Analysis · System Requirements Specifications (SRS) · Agile Software Development · Computer Science · Information Technology (IT)
Software Sales Executive,Confidential ,"Mokattam, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Sales/Retail · Business Development · CRM · Sales · Software Sales · sofrware system · Business Administration · Customer Service · English
Front End Developer - React,Paymob Solutions ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Git · Engineering · Design · JavaScript · UI · UX · Software Development
Cost Accountant,Bernasos ,"6th of October, Giza, Egypt ",Full Time,Full TimeExperienced · 4 - 6 Yrs of Exp · Accounting/Finance · Cost Accounting · Cost Systems · analytical · Accounting · Accounting principles · Finance · Financial Analysis · Microsoft Office
Senior Real Estate Sales Consultant,The Best Real Estate ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Sales/Retail · Communication skills · Communication · English · Sales Target · Sales · Real Estate · Property · Presentation Skills · Computer Skills
Graphic Designer Specialist,Confidential ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 3+ Yrs of Exp · Creative/Design/Art · Marketing/PR/Advertising · Media/Journalism/Publishing · Adobe illustrator · Adobe Photoshop · Design · English · Graphic · Graphic Design · illustrator
Media Buyer Specialist,Arabhardware ,"6th of October, Giza, Egypt ",Full Time,Full TimeExperienced · 2 - 3 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Media Buying · Digital · Advertising · Content · Branding · E-Commerce · E-Marketing · Marketing
IT Specialist,Hamza Group ,"Dokki, Giza, Egypt ",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · IT · Hardware · Network · Computer Science · Technical Support · Installation
Senior Process Engineer,SURE International Technology ,"Cairo, Egypt ",Full Time,Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · PMI · CMMI · Devops · Process Engineer · Software Development · Engineering · Frameworks
Indoor Sales Executive,Bescletta ,"Cairo, Egypt ",Full Time,Full TimeExperienced · 3+ Yrs of Exp · Sales/Retail · Indoor Sales · Retail · Sales · Sports Sales · Sales Skills · Sales Target · Bikes · Bikes Sales · Computer Skills
Receptionist,NEW JERSEY Developments ,"Heliopolis, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · females_only · Administration · Customer Service/Support · Administration · Admin · Communication skills · Hotels · Microsoft Office · office · Office management · Communication
Telesales Executive / Indoor Sales,SMSA EXPRESS ,"Mohandessin, Giza, Egypt ",Full Time,Full TimeExperienced · 2 - 3 Yrs of Exp · Customer Service/Support · Sales/Retail · Customer Service · Customer Care · Customer Support · Sales · Telesales · Sales Skills · Sales Target · Marketing
Architect,Confidential ,"Cairo, Egypt ",Full Time,Full TimeExperienced · 5 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture · Architecture · Auto cad · Construction · Revit · CAD · Engineering · Drawing
"Senior Manager, Operation Risk Assurance – Africa, Jordan & KSA",Network International ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeManager · 10 - 12 Yrs of Exp · Accounting/Finance · Banking · Banking · Payment Solutions · Operations Management · Risk Management · Accounting
Office Administrator,iVein Clinic ,"Sheikh Zayed, Giza, Egypt ",Full Time,Full TimeEntry Level · 1 - 2 Yrs of Exp · females_only · Administration · Customer Service/Support · Administration · Admin · Microsoft Office · Office Management · Office Equipment · Front Office · Communication · Microsoft
Purchasing Representative,MMG ,"6th of October, Giza, Egypt ",Full Time,Full TimeExperienced · 2 - 7 Yrs of Exp · males_only · Logistics/Supply Chain · Purchasing/Procurement · Purchasing · Supply Chain · Logistics · Procurement · Accounting
Finance Manager,Premier Services and Recruitment ,"Riyadh, Saudi Arabia ",Full Time,Full TimeManager · 6 - 10 Yrs of Exp · Accounting/Finance · Banking · Operations/Management · finance manager · Financial Management · Accounting · Finance · Financial Analysis
Sales Account Executive,SMSA EXPRESS ,"Cairo, Egypt ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · Business Development · Logistics/Supply Chain · Sales/Retail · Sales · Sales Skills · Customer Service · Customer Care · Customer Support · Account Management · Courier Industry
French Technical Support /Call Center,Sykes Enterprises ,"Cairo, Egypt ",Full Time,Full TimeWork From HomeEntry Level · 1 - 5 Yrs of Exp · Customer Service/Support · IT/Software Development · Customer Service · Customer Support · Technical Support · B2 · c1 · Call Center · Support · technical
Senior Electrical Sales Engineer (Projects),Confidential ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Sales/Retail · Engineering - Mechanical/Electrical · Electrical · Sales · Projects · Electrical power · sales engineer · Communication skills · Electrical Engineering · sales skills
Planning Engineer,Jumeirah Egypt Trading & Contracting Co ,"Sidi Gaber, Alexandria, Egypt ",Full Time,Full TimeExperienced · 7 - 9 Yrs of Exp · Engineering - Construction/Civil/Architecture · analytical · Engineering · Civil Engineering · Planning · Industry · Planning Engineering · Real Estate · Skills
Purchasing Accountant,MMG ,"6th of October, Giza, Egypt ",Full Time,Full TimeExperienced · 2 - 7 Yrs of Exp · males_only · Accounting/Finance · Purchasing/Procurement · Finance · Accounting · Purchasing · Procurement · Logistics
Senior Talent Acquisition Specialist,Confidential ,"Alexandria, Egypt ",Full Time,Full TimeExperienced · 2 - 7 Yrs of Exp · Human Resources · HR · Human Resources (HR) · Manufacturing · Interviewing · Recruitment · Talent acquisition · Human Resources Development
Senior .Net Developer Specialist,B.TECH ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Magento · MVC · ASP.Net · E-Commerce · MS Office · .Net Developer · C#
Quantity Surveyor,Mobco Civil Construction ,"New Cairo, Cairo, Egypt ",Full Time,Full TimeExperienced · 4 - 8 Yrs of Exp · Engineering - Construction/Civil/Architecture · Civil Engineering · AutoCAD · Quantity Surveying · Quantity · Construction · Engineering · Surveying · Networking
Mechanical Engineer - Technical Office (MEP),Confidential ,"Tanta, Gharbia, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Engineering - Mechanical/Electrical · Mechanical Engineering · MEP · Drawing · Mechanical · Shop Drawings · Engineering · Maintenance · Shop Drawing · English
Middleware Developer,B.TECH ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · SOA · Information Technology · DevOps · Software Development · Tomcat · XSLT · Integration · API
AR Accountant,Fawry Banking & Payment Technology Services ,"Smart Village, Giza, Egypt ",Full Time,Full TimeExperienced · 2 - 4 Yrs of Exp · Accounting/Finance · Accounting · Accounts Receivable · AR · Finance · Receivable · Financial Analysis · Microsoft Excel
DevOps Operations Specialist,B.TECH ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Logistics · Computer Science · Infrastructure · Networking · ERP · IT · Operations
Pharmaceutical Development CTD Specialist,Al Andalous Pharmaceutical Industries ,"6th of October, Giza, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · R&D/Science · Pharmaceutical · Pharmaceutical · ctd · R&D · Regulatory · Pharmacy · Pharmaceutical Industry · Pharmaceutical Industries
QA Testing Specialist,B.TECH ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · quality · Computer Engineering · Engineering · Computer Science · Quality Control · Testing · Software
English Supervisor For Primary Stage,Manhattan Schools ,"Maadi, Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Operations/Management · Education/Teaching · English · Education · English Teaching · Teaching
Sales Representative,Headcount ,"Cairo, Egypt ",Full Time,Full TimeExperienced · 3 - 5 Yrs of Exp · Sales/Retail · Sales · Sales Target · Sales Skills · Communication · Negotiation · Selling
Trade Market & Activation Executive,Premium Card ,"Dokki, Giza, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail · Marketing · Activation · Advertising · Branding · English · Sales
Senior Site Technical Office Engineer - Civil,Better Home ,"New Capital, Cairo, Egypt ",Full Time,Full TimeExperienced · 5 - 8 Yrs of Exp · Engineering - Construction/Civil/Architecture · AutoCAD · Engineering · Management · Technical Office · TO · Microsoft Office · Civil Engineering · Architectural Engineering
Civil - Technical Office Manager,Confidential ,"Nasr City, Cairo, Egypt ",Full Time,Full TimeManager · 10 - 15 Yrs of Exp · Engineering - Construction/Civil/Architecture · Civil · Civil Engineering · Construction · PMP · Revit · AutoCAD · Engineering
Senior Sales Analyst - Cairo,Rashideen Egypt for Trade  ,"Maadi, Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 2 Yrs of Exp · Analyst/Research · Sales/Retail · Communication · Customer Service · Experience · Management · FMCG · excel · English · Microsoft Office
Trade Marketing Manager,Premium Card ,"Dokki, Giza, Egypt ",Full Time,Full TimeManager · 5 - 7 Yrs of Exp · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Trade · Market Research · English · Mass Communication · Social Media · Sales
Direct Sales Property Advisor,Wadi Degla Group ,"Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Business Development · Sales/Retail · Sales · Real Estate · Sales Target · Sales Field · CRM · Real Estate Sales · Property Sales · Sales Skills
Category Developer,Headcount ,"Downtown, Cairo, Egypt ",Full Time,Full TimeExperienced · 2 - 6 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Purchasing/Procurement · Supply Chain · Purchasing · Business Development · Marketing · Market Research · Sales
Indirect Sales Property Advisor,Wadi Degla Group ,"Cairo, Egypt ",Full Time,Full TimeEntry Level · 1 - 3 Yrs of Exp · Business Development · Sales/Retail · Sales · Real Estate · Sales Target · Sales Skills · Sales Field · Property Sales · Real Estate Sales · Indirect Sales
Receptionist,ZO Skin Health ,"Cairo, Egypt ",Full Time,Full TimeExperienced · 2+ Yrs of Exp · females_only · Administration · Administration · Cosmetics · Admin · Office management · Medical · English
Drive Test Engineer,Afro Egypt ,"Cairo, Egypt ",Full Time,Full TimeEntry Level · 0 - 1 Yrs of Exp · Engineering - Telecom/Technology · 3G · Testing · Computer Engineering
